galaxyID,FOV,pixel,view,band,level,ncontour,cx,cy,a,b,theta,flag,lum_sum,b_a,b_a_std,lim,nrange,Mstar_ahf_cat
24,28,1400,projection_zx,band_g,17656631.533219755,2,-3.519020958271682,0.7224830764924777,0.8114966585204311,0.4174850109555831,3.065336966116114,none,38531576.0,0.625222366836096,0.1259264425656815,0.5,6,63827900000.0
24,28,1400,projection_zx,band_g,308554.65052772715,1,1.1068821947902998,-0.1031889680721791,22.07011114765133,10.293928733377118,2.902640051610288,none,1094291500.0,0.4668581973235098,0.0044185785797413,0.9,12,63827900000.0
25,35,1750,projection_xy,band_g,1275254.2635159395,50,0.1839935654708167,1.142571959525005,17.800606294947148,10.741161906984464,1.760869981399694,none,979957000.0,0.6029157623680867,0.0044502286270151,0.5,12,74994500000.0
25,35,1750,projection_xy,band_g,323400.18182261975,8,1.027349374031726,-0.3913721878789485,31.488490020012875,18.83702456509272,1.82059122441094,none,1808036000.0,0.5975224172746014,0.0056328221868861,0.9,12,74994500000.0
25,35,1750,projection_yz,band_g,1218448.1421508412,49,1.2423147801878802,0.158708264350194,16.489596308451635,14.32200392557911,2.805840654108525,none,1232965400.0,0.872429952832462,0.0079395992742593,0.5,12,74994500000.0
25,35,1750,projection_yz,band_g,323400.18182261975,12,-0.2822334144220786,-0.8553230110494509,29.078715132096164,25.629706279623583,2.792938679161068,none,2238284300.0,0.8815210064751855,0.0034597843157635,0.9,12,74994500000.0
25,35,1750,projection_zx,band_g,error,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1,74994500000.0
27,24,1200,projection_xy,band_g,7313077.662739869,13,1.019922884226395,1.243166432182809,12.889420354585743,8.396046495826205,0.026544022136095,none,835584260.0,0.6548069641791484,0.0030486470237773,0.5,7,64692400000.0
27,24,1200,projection_xy,band_g,539976.3862712817,4,1.1632403106029237,0.3339550419650335,19.75667267496097,16.96510050562926,0.3624811129550813,none,1726757400.0,0.8519046755143349,0.0027393047205605,0.9,12,64692400000.0
27,24,1200,projection_yz,band_g,1851932.8352584783,44,-0.5657148553684266,-0.5909960711399803,12.6783956549516,8.33668943547329,0.6061906228011523,none,833809900.0,0.64828195953488,0.0152983857762252,0.5,12,64692400000.0
27,24,1200,projection_yz,band_g,458737.9039103465,2,0.212744381876912,-0.0418407847416373,20.72841126989605,15.508565397688605,0.7218385450368391,none,1525302500.0,0.7506200393775152,0.0103301407587118,0.9,12,64692400000.0
27,24,1200,projection_zx,band_g,2079826.995365223,74,-0.3138836459413425,1.2085342955216245,12.274777937004988,9.565284364853945,1.779990851297082,none,967227500.0,0.761584376193993,0.0182389544293653,0.5,12,64692400000.0
27,24,1200,projection_zx,band_g,565151.0023026776,3,-0.4821424799539129,0.8417740054524917,20.396293365507724,15.950405649351955,2.033615923557648,none,1757742700.0,0.782696150184545,0.0027553180498665,0.9,12,64692400000.0
28,19,950,projection_xy,band_g,30181890.839238796,4,6.831732169784815,-5.979095824041469,0.3973065227826215,0.3854301944227749,2.4364228197724684,none,35415760.0,0.969601556569554,0.0003839231882812,0.5,6,38058700000.0
28,19,950,projection_xy,band_g,801657.5152433261,4,-0.60376399018443,0.3741476235842932,15.335835153483922,11.607978388951995,0.388988055418503,none,1326325600.0,0.7572385079293461,0.0009578277063963,0.9,12,38058700000.0
28,19,950,projection_yz,band_g,11633438.583809048,3,-5.989148853774375,7.188997603959655,0.4660723024356622,0.4326283063330786,2.9049931723217046,none,20525332.0,0.9304603846789606,0.0015051454491867,0.5,6,38058700000.0
